Brand,Screen Size,RAM,Storage,Price (USD),Camera (MP),Marketing Budget (USD),Region,Quarter,Units Sold (millions)
OnePlus,6.9,6,64,1200,16,500,Asia,Q1,467
Google,5.2,3,256,1100,16,100,Asia,Q1,767
Xiaomi,6.7,12,64,700,8,500,Asia,Q2,256
Huawei,6.7,3,512,1000,8,1000,Oceania,Q2,599
Oppo,5.2,2,128,400,8,5000,Oceania,Q4,389
Huawei,4.5,6,128,1200,12,2000,Africa,Q3,380
OnePlus,4.5,3,32,1500,12,500,South America,Q2,591
Sony,4.7,2,256,1500,16,1000,North America,Q3,644
Huawei,6.2,8,256,100,108,1000,North America,Q2,618
Google,5.5,12,64,200,108,10000,Oceania,Q4,471
OnePlus,4.7,3,1024,1000,16,100,North America,Q2,344
Samsung,6.7,12,512,900,12,20000,Oceania,Q4,708
Xiaomi,4.7,4,128,1300,108,10000,South America,Q4,550
Apple,6.7,4,64,500,64,10000,Europe,Q1,891
Apple,6.0,6,64,400,20,10000,South America,Q2,379
Sony,6.8,3,512,900,24,20000,Europe,Q1,901
Motorola,6.9,8,256,800,12,20000,Asia,Q1,271
Huawei,6.2,8,256,1000,108,500,Europe,Q4,892
Motorola,6.4,12,128,400,8,100,Oceania,Q1,124
Oppo,6.7,16,64,1500,8,20000,Oceania,Q3,547
LG,6.8,3,128,600,20,10000,Africa,Q4,616
Sony,4.7,3,64,500,24,20000,Asia,Q2,261
Motorola,7.0,12,512,600,64,2000,North America,Q3,492
Sony,6.4,2,512,500,64,20000,Oceania,Q4,307
Samsung,5.2,6,1024,300,8,2000,North America,Q2,781
LG,6.9,3,512,800,64,20000,North America,Q4,931
Sony,5.0,6,1024,800,32,500,South America,Q3,562
Huawei,6.9,6,128,400,64,2000,Europe,Q3,462
Apple,5.2,4,32,800,32,500,Asia,Q1,597
Samsung,6.2,4,256,500,108,20000,Africa,Q4,916
LG,6.8,8,128,1400,64,10000,Europe,Q2,384
Xiaomi,5.2,12,512,300,12,500,North America,Q2,214
LG,5.5,4,128,400,48,100,Oceania,Q4,914
OnePlus,5.2,8,32,1400,108,100,Oceania,Q2,579
Google,6.8,4,256,600,48,2000,Oceania,Q4,280
Xiaomi,7.0,8,512,600,12,500,Africa,Q4,826
Sony,5.5,16,32,500,24,100,Europe,Q2,342
Apple,5.0,16,512,800,20,5000,Europe,Q2,248
OnePlus,6.5,8,1024,1200,16,500,Europe,Q1,521
Google,5.8,6,64,500,108,2000,Europe,Q4,224
Apple,5.2,6,64,1100,20,1000,Africa,Q1,746
Google,6.4,16,512,400,8,20000,Europe,Q1,837
Apple,6.8,8,64,1300,24,20000,Europe,Q1,972
OnePlus,5.0,6,64,300,24,100,North America,Q1,883
Apple,6.9,3,64,700,32,1000,Oceania,Q1,676
OnePlus,6.2,3,128,300,32,10000,Oceania,Q4,492
Samsung,6.2,2,1024,800,8,2000,North America,Q4,119
Xiaomi,7.0,3,128,400,108,1000,Oceania,Q1,820
Huawei,6.9,6,32,900,48,100,South America,Q3,843
Sony,4.5,8,512,1000,64,5000,Europe,Q1,100
Samsung,6.8,8,64,1100,12,20000,Oceania,Q4,733
Xiaomi,6.9,3,1024,700,8,500,Europe,Q3,972
Xiaomi,6.4,2,64,1500,48,5000,Asia,Q3,189
LG,6.4,3,64,100,48,1000,Asia,Q4,531
Oppo,5.8,4,1024,600,20,10000,Africa,Q3,410
Sony,5.0,4,128,1500,24,100,Oceania,Q4,470
LG,6.7,3,512,400,32,10000,Oceania,Q1,616
Google,6.7,16,32,600,12,100,Europe,Q4,886
Xiaomi,6.5,4,64,600,20,20000,North America,Q1,110
Sony,7.0,6,256,800,8,100,Asia,Q4,430
Motorola,6.2,12,32,300,20,2000,South America,Q3,331
Huawei,5.2,16,256,1000,108,2000,North America,Q2,561
Google,5.2,3,64,500,48,1000,Europe,Q3,955
Google,6.7,3,512,600,108,2000,Asia,Q1,561
OnePlus,4.7,16,512,400,16,10000,Asia,Q4,244
Oppo,4.5,12,64,1400,32,100,Europe,Q3,131
Motorola,6.0,8,256,600,16,100,North America,Q1,276
Apple,5.0,2,256,1400,32,100,Asia,Q2,499
Oppo,6.0,6,64,600,32,1000,Oceania,Q4,608
Oppo,6.8,8,128,1300,20,10000,South America,Q2,737
Sony,6.5,6,1024,1300,12,500,Africa,Q2,131
Samsung,5.2,16,64,900,108,20000,Europe,Q2,620
Samsung,5.2,16,64,1000,8,5000,South America,Q2,989
Motorola,4.5,6,32,300,32,500,Africa,Q1,869
Google,6.5,16,256,900,24,1000,South America,Q4,781
Oppo,6.4,3,512,500,12,2000,Asia,Q2,693
Google,6.7,2,512,300,24,500,Asia,Q3,291
Samsung,6.7,8,32,100,8,500,South America,Q1,607
Google,5.2,3,512,400,64,500,Asia,Q2,607
Oppo,7.0,4,32,1000,48,2000,Oceania,Q4,948
Google,6.5,12,512,200,8,20000,Africa,Q1,314
Oppo,5.5,2,256,800,16,2000,Oceania,Q2,262
Xiaomi,6.8,3,512,300,108,500,Oceania,Q4,259
Motorola,4.7,12,128,1200,24,5000,North America,Q2,289
Xiaomi,4.5,6,128,1300,24,2000,Africa,Q4,633
Google,7.0,3,32,300,16,2000,Africa,Q3,515
Sony,6.7,3,256,1400,108,20000,South America,Q4,882
Motorola,5.8,6,512,600,8,10000,Asia,Q2,782
Huawei,7.0,3,128,1100,20,5000,South America,Q1,372
Motorola,6.0,2,256,1500,64,2000,South America,Q3,615
Motorola,5.2,3,128,300,8,1000,Oceania,Q3,594
Google,4.7,6,1024,700,108,10000,Asia,Q2,690
Sony,6.9,4,512,700,24,20000,Africa,Q2,796
LG,5.2,16,1024,1500,64,100,Oceania,Q1,529
Google,5.2,2,256,600,24,500,Africa,Q2,286
Samsung,5.5,3,64,1500,12,20000,Africa,Q2,493
Motorola,4.5,16,256,100,8,2000,Europe,Q2,997
LG,6.4,8,256,1100,12,20000,Oceania,Q2,362
Motorola,5.2,4,256,700,64,10000,Oceania,Q2,604
LG,6.7,3,32,1200,16,5000,North America,Q3,306
Huawei,5.2,8,64,1200,64,20000,Europe,Q2,995
Motorola,5.0,8,32,1300,108,5000,North America,Q3,712
Motorola,5.8,8,256,300,8,5000,Europe,Q1,559
Google,4.7,3,256,200,12,100,South America,Q2,212
Apple,4.7,12,256,200,48,5000,Europe,Q3,208
Motorola,7.0,3,64,300,64,10000,Asia,Q3,197
Sony,5.2,6,512,800,24,2000,Asia,Q1,780
Google,6.9,3,128,100,12,500,South America,Q1,167
Huawei,4.5,16,64,100,12,100,Africa,Q2,388
Sony,6.4,8,1024,500,48,1000,Oceania,Q1,152
OnePlus,6.0,2,1024,1400,24,500,Oceania,Q1,724
Sony,5.8,12,64,1100,64,2000,South America,Q1,166
Oppo,6.4,16,256,100,16,10000,North America,Q1,269
Xiaomi,5.5,12,64,1000,108,100,Europe,Q2,558
Samsung,6.2,12,32,1500,32,100,South America,Q4,861
Xiaomi,6.0,12,128,900,20,2000,South America,Q1,672
LG,5.8,4,1024,700,24,500,Oceania,Q4,359
LG,5.8,6,64,300,20,500,Europe,Q2,967
Samsung,5.8,16,1024,1100,32,20000,South America,Q4,534
Huawei,5.5,2,256,1000,24,2000,Asia,Q2,464
LG,6.0,4,1024,800,32,5000,Oceania,Q1,432
Google,6.9,8,32,400,16,2000,Oceania,Q2,545
Oppo,4.7,2,512,600,64,2000,North America,Q2,920
Apple,6.9,12,64,300,108,10000,South America,Q4,569
Google,4.7,12,32,500,20,5000,South America,Q2,895
Xiaomi,6.0,16,64,1100,108,20000,South America,Q1,598
LG,5.2,3,256,1300,48,5000,Africa,Q4,914
Sony,7.0,12,256,1400,12,100,Europe,Q1,690
Xiaomi,6.9,8,1024,1100,32,2000,North America,Q4,844
Motorola,6.2,4,512,1400,12,5000,Europe,Q1,912
Samsung,6.0,8,128,1300,48,1000,Oceania,Q4,483
Sony,6.7,6,1024,500,16,1000,Asia,Q3,319
Samsung,6.2,12,128,1200,24,5000,Africa,Q1,565
Oppo,4.5,3,256,1300,108,20000,North America,Q1,409
Samsung,5.5,3,512,1300,48,100,Asia,Q3,413
Sony,7.0,3,512,600,32,20000,Oceania,Q4,510
Sony,6.4,3,512,100,20,10000,Africa,Q3,332
Oppo,5.8,8,64,800,48,2000,Europe,Q3,820
Oppo,5.2,16,256,1100,24,500,South America,Q2,131
OnePlus,7.0,16,1024,1100,48,5000,Europe,Q4,826
Huawei,5.2,8,1024,900,24,5000,Europe,Q3,640
Apple,7.0,4,1024,1100,16,100,Europe,Q2,830
OnePlus,5.2,12,128,1500,64,2000,North America,Q1,857
Samsung,6.9,16,64,900,32,20000,North America,Q1,907
Motorola,6.7,12,32,1200,108,1000,North America,Q2,958
OnePlus,6.5,6,32,1000,8,10000,South America,Q2,420
Motorola,4.7,3,64,1200,32,100,Oceania,Q3,741
Motorola,6.2,2,512,200,108,5000,North America,Q1,673
Motorola,6.8,2,64,900,8,500,South America,Q4,973
Google,6.7,12,512,1500,8,20000,North America,Q3,850
Sony,6.0,6,32,700,12,5000,Oceania,Q3,184
OnePlus,6.7,8,128,1400,12,1000,Oceania,Q3,824
Apple,6.7,4,128,900,24,5000,Africa,Q1,304
Xiaomi,6.2,8,32,500,24,1000,Oceania,Q1,585
Oppo,6.2,12,128,1000,8,2000,South America,Q4,723
Samsung,5.8,12,128,300,24,100,Asia,Q2,604
Motorola,5.0,3,64,100,12,10000,South America,Q3,513
OnePlus,6.7,8,1024,700,48,5000,Africa,Q2,727
Apple,5.8,6,1024,300,64,20000,Asia,Q1,204
Motorola,6.7,8,64,400,64,1000,Europe,Q3,935
Xiaomi,6.4,3,1024,700,8,20000,Asia,Q2,343
Google,6.2,4,128,1100,12,2000,North America,Q4,922
Apple,7.0,2,512,200,20,500,Africa,Q4,886
Motorola,6.4,4,32,1000,8,500,Oceania,Q2,426
Oppo,7.0,2,128,300,12,500,North America,Q4,742
Samsung,6.0,8,256,1400,32,2000,Europe,Q4,505
Huawei,6.7,6,256,1000,8,20000,South America,Q2,161
Apple,6.9,6,32,400,12,5000,North America,Q1,410
Apple,4.7,16,32,1000,24,20000,Asia,Q3,997
Motorola,6.0,16,512,800,24,20000,Asia,Q1,322
Google,6.4,6,512,1100,24,1000,Asia,Q2,411
Xiaomi,5.0,2,64,1300,12,100,Oceania,Q1,967
OnePlus,4.7,16,512,400,24,100,South America,Q1,330
Motorola,4.5,3,1024,800,108,20000,North America,Q1,968
Google,5.0,3,512,300,24,10000,Asia,Q3,721
Motorola,6.2,2,512,100,12,20000,Africa,Q1,354
OnePlus,6.2,2,1024,1200,8,5000,Africa,Q1,766
Xiaomi,6.4,4,128,400,24,20000,South America,Q3,304
OnePlus,6.2,4,64,1500,64,100,South America,Q2,147
Google,6.2,12,1024,1500,108,20000,North America,Q4,105
Motorola,6.8,16,64,1100,8,5000,Asia,Q3,803
OnePlus,4.7,16,64,1300,8,500,Asia,Q3,471
LG,6.0,16,32,100,20,10000,Asia,Q1,421
Motorola,5.0,12,512,1100,8,20000,Oceania,Q3,952
Apple,6.4,8,512,1000,12,10000,Africa,Q4,470
Google,6.9,6,128,600,48,500,Asia,Q1,718
Apple,6.5,2,256,200,24,100,South America,Q3,655
Samsung,5.2,6,64,100,20,1000,South America,Q2,365
Xiaomi,7.0,2,1024,500,24,1000,Africa,Q2,985
Motorola,5.8,2,32,100,48,1000,Africa,Q1,116
Google,6.0,8,32,800,108,500,South America,Q4,960
Sony,5.2,16,256,500,48,2000,Europe,Q3,258
LG,6.7,12,64,1400,20,5000,North America,Q3,107
Google,4.7,8,32,600,8,10000,Asia,Q1,457
Motorola,5.2,6,256,200,24,2000,Europe,Q3,273
OnePlus,6.7,12,32,1100,64,20000,North America,Q2,670
LG,6.2,2,128,200,48,1000,Asia,Q4,496
Google,5.8,4,512,1400,108,20000,Africa,Q1,841
Motorola,5.2,2,512,500,12,100,South America,Q1,954
Oppo,6.4,12,256,800,12,20000,Asia,Q2,498
Huawei,6.9,4,512,400,12,5000,Europe,Q1,384
Samsung,4.5,12,64,800,64,2000,Asia,Q3,636
Oppo,5.5,16,1024,200,48,20000,Asia,Q2,211
Apple,6.4,4,256,1400,20,500,Asia,Q2,985
Xiaomi,5.8,2,1024,1200,16,20000,Oceania,Q2,511
OnePlus,5.8,4,128,900,48,100,Europe,Q2,221
Apple,6.7,16,1024,500,32,10000,Asia,Q3,518
Motorola,6.4,6,512,500,48,10000,South America,Q4,171
LG,5.2,2,128,900,32,1000,Europe,Q4,413
Xiaomi,6.9,8,128,1100,48,5000,Asia,Q3,323
Samsung,5.2,12,1024,400,64,2000,Europe,Q1,587
OnePlus,5.8,12,512,1000,20,2000,Oceania,Q2,325
Sony,6.9,2,128,300,20,100,Africa,Q3,339
Google,7.0,4,128,300,48,1000,Africa,Q4,777
LG,6.4,16,32,1200,24,2000,Africa,Q4,241
Huawei,7.0,16,512,1300,24,1000,South America,Q3,117
Oppo,6.2,8,128,1000,20,5000,Oceania,Q4,824
Huawei,6.8,16,512,100,64,100,Asia,Q1,971
Samsung,5.2,3,1024,300,24,20000,South America,Q2,514
Huawei,6.2,12,1024,400,64,100,Oceania,Q2,998
Huawei,6.5,12,64,500,8,500,Europe,Q2,451
Samsung,6.5,8,512,200,12,2000,Asia,Q1,822
Motorola,5.8,3,64,1000,20,500,Africa,Q1,776
Huawei,4.7,4,32,1100,8,20000,Africa,Q2,274
Sony,6.5,16,128,1300,12,100,Asia,Q4,194
Google,6.7,16,128,600,20,10000,South America,Q3,338
Oppo,6.7,6,256,1100,16,2000,South America,Q1,814
Apple,5.5,4,1024,300,16,10000,Asia,Q3,921
Apple,5.8,12,512,100,24,1000,Asia,Q1,981
Xiaomi,6.8,4,32,700,108,100,South America,Q1,414
Sony,4.7,4,1024,700,8,2000,Europe,Q1,225
Apple,6.0,6,64,1400,108,10000,South America,Q1,522
Huawei,6.5,16,128,1400,20,100,Oceania,Q4,214
OnePlus,5.0,3,512,1500,16,100,Oceania,Q1,763
Apple,6.7,2,64,100,8,2000,Oceania,Q4,410
LG,6.2,3,512,900,8,1000,North America,Q1,925
Google,5.2,8,512,1400,64,20000,Oceania,Q4,626
Sony,5.8,3,32,600,108,5000,Oceania,Q1,636
Apple,6.2,8,32,500,32,500,Oceania,Q3,695
Huawei,4.5,2,32,700,64,20000,Oceania,Q1,127
Huawei,6.9,8,256,300,20,2000,South America,Q1,325
Samsung,6.0,3,32,300,8,100,North America,Q2,192
LG,4.7,8,32,600,8,10000,Europe,Q3,162
Motorola,6.2,8,32,900,64,20000,Africa,Q3,221
Oppo,6.7,3,1024,700,32,5000,North America,Q2,300
Motorola,6.4,16,1024,1000,32,1000,Africa,Q2,143
Apple,7.0,12,64,1500,24,10000,North America,Q2,333
Oppo,6.5,12,128,1100,24,20000,South America,Q4,166
Samsung,5.5,4,64,800,12,500,North America,Q3,702
Samsung,6.2,12,1024,600,20,500,Africa,Q4,666
Apple,6.7,12,128,1000,48,500,Asia,Q1,676
Huawei,6.5,2,512,1500,108,10000,North America,Q1,105
Xiaomi,4.5,8,128,1500,24,1000,Asia,Q4,816
Sony,6.4,8,128,1400,108,10000,South America,Q1,986
OnePlus,4.7,3,32,400,64,5000,Africa,Q2,914
LG,7.0,3,256,300,12,500,Asia,Q3,198
Samsung,6.9,4,64,1500,20,100,South America,Q3,524
Huawei,5.8,8,512,800,8,20000,South America,Q4,637
Motorola,7.0,12,128,400,12,1000,Asia,Q1,431
Sony,4.5,2,32,500,16,10000,Europe,Q2,775
LG,4.5,8,64,1000,8,1000,North America,Q1,334
Samsung,5.2,16,512,1000,16,500,Oceania,Q3,407
Xiaomi,5.5,8,1024,800,108,100,Asia,Q3,215
Xiaomi,6.4,16,512,400,24,2000,Europe,Q1,891
Oppo,6.9,8,512,1100,64,20000,Europe,Q1,113
LG,6.5,3,128,900,64,1000,Oceania,Q3,667
LG,6.0,16,64,800,8,20000,Africa,Q2,158
Google,4.7,6,64,500,20,10000,North America,Q2,628
Google,6.9,6,128,800,16,10000,Oceania,Q3,523
Sony,6.9,12,32,700,8,100,North America,Q2,609
OnePlus,7.0,4,1024,1300,108,20000,Oceania,Q2,796
Apple,4.7,8,1024,200,48,20000,Africa,Q4,833
Xiaomi,7.0,3,1024,400,64,10000,Oceania,Q1,834
Apple,4.7,4,256,100,64,10000,Asia,Q3,617
LG,6.9,6,1024,1000,64,2000,Europe,Q2,670
Xiaomi,6.7,3,512,1400,32,5000,Europe,Q1,410
Samsung,5.2,4,128,900,24,500,Africa,Q3,732
Motorola,6.7,6,32,1000,108,500,North America,Q1,672
Sony,5.5,4,128,200,8,5000,Africa,Q4,253
Google,4.7,16,1024,500,20,2000,Africa,Q1,190
LG,6.2,3,1024,1400,12,100,South America,Q4,377
LG,6.9,4,32,600,108,2000,North America,Q4,435
Samsung,5.0,6,512,200,16,2000,South America,Q4,783
Xiaomi,5.2,3,128,1000,20,100,Oceania,Q4,974
Samsung,6.7,16,32,1400,64,100,Europe,Q2,824
Samsung,6.2,3,64,1100,24,500,Oceania,Q3,793
Google,5.2,8,1024,1500,48,100,Oceania,Q4,556
Google,5.5,2,1024,600,16,100,North America,Q4,886
Google,6.4,12,64,800,8,20000,Europe,Q1,996
Motorola,7.0,4,1024,1300,20,10000,Europe,Q2,949
Apple,4.7,2,256,700,16,20000,Asia,Q1,793
Google,5.5,3,64,800,32,500,Africa,Q1,397
Apple,6.0,3,32,500,64,20000,Asia,Q1,134
Sony,4.5,3,256,1000,20,500,Europe,Q2,153
OnePlus,6.5,6,1024,200,48,500,Asia,Q2,427
Oppo,6.2,4,32,100,108,500,North America,Q1,149
Google,5.0,6,64,100,8,100,South America,Q3,873
Xiaomi,4.5,12,64,1300,64,2000,Oceania,Q3,791
Oppo,7.0,8,1024,1000,108,10000,South America,Q3,435
Motorola,6.4,16,512,400,64,1000,South America,Q2,103
OnePlus,6.9,4,32,800,12,100,Africa,Q4,281
Apple,6.8,16,1024,700,24,20000,North America,Q1,206
Google,7.0,6,128,1400,48,5000,Africa,Q4,223
Motorola,6.7,12,32,1300,24,5000,North America,Q2,135
Google,7.0,3,256,200,64,2000,Europe,Q2,547
LG,5.8,3,32,800,108,500,Africa,Q1,629
Google,4.5,4,256,1300,24,10000,Asia,Q1,593
LG,6.8,8,256,700,20,500,Oceania,Q3,465
LG,6.4,6,256,1500,32,5000,Africa,Q1,867
Xiaomi,5.8,12,256,800,16,20000,Africa,Q2,318
Samsung,5.2,16,64,1100,8,1000,Africa,Q4,661
Motorola,6.5,4,64,1500,20,2000,Asia,Q4,413
Motorola,6.2,3,256,1300,48,500,South America,Q1,394
Apple,5.8,12,64,700,20,2000,Oceania,Q1,248
Oppo,6.0,12,32,1100,8,10000,Asia,Q1,721
Sony,6.0,12,128,900,16,500,Asia,Q1,409
LG,6.4,12,512,500,48,20000,North America,Q4,901
LG,6.0,16,128,800,16,5000,Oceania,Q4,826
Sony,4.5,3,512,1500,24,2000,Oceania,Q3,298
Huawei,6.9,4,32,1000,48,100,Europe,Q1,870
OnePlus,6.7,2,128,200,64,5000,Oceania,Q2,441
Xiaomi,6.4,12,256,1500,108,5000,Oceania,Q1,161
Xiaomi,7.0,6,256,600,12,500,Africa,Q2,889
Oppo,5.5,4,32,1500,12,500,North America,Q2,816
LG,5.8,12,256,700,108,100,Africa,Q2,278
Huawei,5.2,6,512,600,8,10000,Asia,Q2,801
Apple,6.5,8,1024,1100,48,10000,South America,Q4,193
Google,4.7,8,256,1300,108,100,South America,Q1,568
OnePlus,4.7,6,64,1100,8,10000,Asia,Q3,527
Oppo,5.8,16,64,1000,48,10000,Africa,Q4,778
Xiaomi,5.5,4,1024,600,12,20000,South America,Q1,611
Huawei,4.5,3,1024,400,20,100,Africa,Q3,967
Motorola,6.4,3,128,800,12,100,Oceania,Q1,699
Motorola,6.7,12,512,1100,108,10000,Africa,Q2,240
OnePlus,4.7,8,256,1100,64,10000,Oceania,Q4,787
Google,6.0,2,1024,700,12,1000,South America,Q2,901
Xiaomi,4.5,12,1024,100,32,5000,Europe,Q4,199
Apple,5.8,4,1024,1400,16,100,Europe,Q1,378
Sony,6.5,2,128,200,48,20000,North America,Q3,851
Apple,6.0,6,512,900,8,100,Africa,Q1,973
Huawei,5.0,12,32,900,20,100,North America,Q3,173
Huawei,5.0,12,64,500,108,5000,Africa,Q4,718
Sony,6.8,4,1024,1400,16,2000,Africa,Q2,502
Motorola,6.5,4,256,600,108,2000,North America,Q3,651
Sony,6.5,8,512,1500,20,100,North America,Q3,162
Sony,5.8,4,512,300,64,2000,North America,Q3,574
Sony,5.2,8,64,600,64,100,South America,Q4,231
Huawei,5.8,6,128,800,48,20000,Asia,Q2,525
Xiaomi,6.4,3,64,100,108,500,Africa,Q1,852
Apple,5.5,2,128,1500,16,10000,Europe,Q1,616
OnePlus,6.0,12,256,300,24,100,Europe,Q1,322
Sony,6.0,3,64,800,12,5000,Asia,Q3,746
Sony,6.9,3,1024,1200,32,5000,Oceania,Q1,595
Huawei,5.5,12,128,200,64,500,Africa,Q3,217
Motorola,4.7,3,256,1200,108,1000,Oceania,Q3,513
Sony,5.5,6,64,100,48,1000,South America,Q1,187
Sony,6.0,3,32,300,20,5000,North America,Q1,297
Samsung,5.5,8,1024,1000,16,5000,Oceania,Q3,591
LG,4.5,3,128,200,32,100,Europe,Q3,279
Apple,4.7,2,128,100,8,5000,South America,Q1,781
Motorola,4.7,2,64,600,8,100,South America,Q1,712
Apple,4.5,2,1024,1400,8,5000,Africa,Q4,506
Sony,6.9,4,64,500,24,100,North America,Q3,770
Apple,5.2,6,1024,500,8,500,Asia,Q4,716
Huawei,6.7,12,512,300,24,10000,Oceania,Q4,363
Xiaomi,6.8,3,64,400,20,5000,North America,Q2,843
Oppo,4.7,8,512,600,64,2000,Asia,Q4,196
Huawei,5.5,2,512,100,64,100,Europe,Q1,739
Xiaomi,7.0,8,1024,500,48,1000,North America,Q1,399
LG,6.9,6,32,1100,20,1000,Oceania,Q3,296
LG,5.8,6,256,600,24,5000,North America,Q3,686
Oppo,6.2,16,1024,1000,64,5000,Oceania,Q2,105
OnePlus,5.5,16,32,800,24,2000,Oceania,Q1,774
Motorola,5.8,4,1024,1400,20,500,South America,Q1,749
Samsung,6.9,16,64,700,24,2000,Africa,Q3,330
Motorola,5.2,3,1024,1500,20,1000,Europe,Q4,364
Sony,6.9,4,1024,100,108,10000,Asia,Q2,622
Xiaomi,6.2,6,512,300,8,20000,South America,Q3,972
LG,6.2,2,128,400,20,2000,North America,Q4,149
Sony,5.5,8,32,900,8,20000,South America,Q2,311
Apple,4.7,3,512,800,108,100,Oceania,Q2,176
Motorola,6.5,6,256,800,16,20000,North America,Q4,950
OnePlus,6.9,8,1024,200,64,100,Oceania,Q3,533
LG,6.0,12,128,700,48,20000,South America,Q4,777
OnePlus,5.8,12,1024,600,8,500,Oceania,Q3,195
Motorola,7.0,3,32,1300,108,500,Europe,Q3,265
Huawei,5.8,6,64,1200,20,100,South America,Q3,995
Motorola,6.2,3,64,900,48,10000,South America,Q2,406
OnePlus,6.2,12,512,700,8,5000,North America,Q4,881
Huawei,6.8,8,32,1300,32,5000,Asia,Q1,156
OnePlus,4.5,6,64,1100,108,10000,Europe,Q2,641
OnePlus,5.8,8,128,1000,16,100,Asia,Q3,377
Huawei,6.0,16,256,200,12,10000,Africa,Q4,982
Xiaomi,6.4,8,64,900,16,20000,Europe,Q1,283
Samsung,6.0,2,512,800,16,2000,Africa,Q1,460
Huawei,7.0,3,64,1500,20,500,Africa,Q3,129
Google,5.5,12,32,700,20,1000,South America,Q3,675
Samsung,6.2,8,32,500,16,20000,South America,Q4,580
Samsung,4.5,4,64,400,32,1000,Oceania,Q4,480
Huawei,6.8,6,32,1200,8,10000,Africa,Q4,378
LG,6.5,12,32,400,32,5000,Asia,Q2,482
Sony,7.0,6,512,1500,108,500,Europe,Q1,207
Xiaomi,7.0,12,64,1200,32,10000,North America,Q2,720
OnePlus,6.5,2,512,600,24,1000,Oceania,Q2,852
Samsung,5.2,3,1024,300,20,1000,Oceania,Q2,552
Sony,4.5,6,128,400,12,100,Oceania,Q4,245
Samsung,5.0,6,1024,1200,20,2000,Oceania,Q2,311
Motorola,6.0,4,32,1300,32,20000,Oceania,Q3,760
Motorola,6.7,16,256,900,16,20000,Africa,Q2,617
Motorola,5.8,8,32,900,8,1000,Asia,Q3,610
Huawei,6.4,2,32,1000,64,100,Oceania,Q1,727
Xiaomi,6.0,8,1024,1300,16,1000,Africa,Q3,997
LG,7.0,3,32,1500,20,1000,Europe,Q3,190
Sony,6.4,6,512,700,24,100,South America,Q3,722
Motorola,5.0,3,32,600,24,1000,South America,Q4,736
Google,6.2,16,128,1000,32,2000,Europe,Q4,166
Apple,4.5,8,512,1200,16,100,South America,Q4,574
Google,6.4,4,128,1200,108,500,Oceania,Q3,659
Huawei,6.8,12,512,400,16,20000,South America,Q3,182
Sony,7.0,8,128,500,32,100,North America,Q1,529
LG,6.2,16,512,1500,48,2000,Europe,Q1,514
LG,7.0,12,256,100,16,1000,Africa,Q1,103
Huawei,6.4,6,512,1100,64,2000,South America,Q3,631
LG,4.7,2,256,1000,64,5000,South America,Q2,187
Samsung,6.9,4,64,200,48,500,Europe,Q1,140
OnePlus,5.5,6,64,400,32,10000,Africa,Q1,418
LG,5.0,8,128,300,32,1000,Oceania,Q3,792
Sony,4.7,3,128,600,32,100,Asia,Q3,818
Apple,5.0,3,64,1500,12,500,North America,Q4,720
Samsung,6.7,16,256,1300,20,10000,South America,Q4,145
Oppo,6.0,3,32,500,24,5000,South America,Q2,658
Google,4.7,2,256,200,24,20000,South America,Q2,637
Sony,6.2,8,256,1500,20,100,Asia,Q3,241
OnePlus,4.5,8,1024,300,48,1000,South America,Q1,557
LG,6.7,8,32,100,48,100,Africa,Q1,958
Samsung,6.2,12,64,500,64,100,Asia,Q3,423
Sony,6.2,12,512,1000,48,1000,Europe,Q4,261
Oppo,6.8,6,256,1100,48,100,Asia,Q1,930
Motorola,4.7,6,256,600,32,10000,North America,Q2,955
OnePlus,6.4,2,512,1000,64,5000,Africa,Q2,579
Xiaomi,6.2,4,1024,1000,64,20000,Africa,Q2,699
Motorola,5.2,16,64,400,12,10000,Europe,Q2,491
Huawei,6.5,2,256,400,20,20000,South America,Q1,544
OnePlus,6.5,3,128,900,12,20000,Asia,Q1,338
Apple,6.4,6,512,700,24,100,Oceania,Q2,830
Sony,5.5,16,512,900,108,10000,Oceania,Q4,549
Xiaomi,6.8,4,64,1200,24,10000,South America,Q1,369
Sony,6.4,4,128,1100,20,500,Oceania,Q2,367
Motorola,5.2,16,32,600,108,20000,Africa,Q1,438
Oppo,6.9,12,128,500,12,500,South America,Q4,209
Google,5.5,12,128,1500,48,1000,Africa,Q1,264
OnePlus,6.9,6,64,1300,8,100,Africa,Q1,171
Apple,6.9,12,128,500,8,2000,Oceania,Q2,681
Oppo,7.0,12,512,400,108,2000,Europe,Q2,283
LG,6.8,12,1024,700,24,20000,Europe,Q3,829
Xiaomi,4.5,2,128,800,12,2000,North America,Q1,358
Huawei,6.0,16,32,1000,24,10000,Asia,Q2,555
Apple,6.0,16,512,300,108,20000,South America,Q3,172
OnePlus,4.7,4,512,500,32,500,South America,Q3,814
Oppo,6.9,6,256,500,32,2000,Asia,Q4,909
OnePlus,6.2,2,1024,500,12,2000,Asia,Q1,309
LG,6.5,4,32,1400,8,20000,North America,Q1,775
OnePlus,7.0,4,512,900,8,100,Europe,Q3,271
Google,6.0,4,512,600,8,20000,North America,Q3,996
Oppo,5.0,8,32,500,8,5000,Africa,Q2,493
Oppo,6.5,16,1024,800,48,2000,Africa,Q3,365
Apple,5.5,2,1024,1100,8,100,Europe,Q1,574
Samsung,4.7,6,128,1300,48,20000,North America,Q1,402
